name,address,rating,description,facilities,reviews
Cocoa Island by COMO,"South Male Atoll, Maafushi, 08480, Maldives.",9,"This little slice of tropical heaven offers a total escape from everyday life - relax in minimalist style, lose yourself in a yoga class and, of course, dive among the parrot fish, rays and sharks swimming close by.","['Fitness centre', 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Wi-Fi']","[{'rating': '8', 'property': 'Location', 'description': 'Situated on the tiny island of Makunufushi, part of the South Malé atoll, the resort is conveniently located 40 minutes from Malé by speedboat. The marine life is fairly good, with parrot fish, rays and sharks spotted in the surrounding waters.'}, {'rating': '10', 'property': 'Style & character', 'description': 'The minimalist style creates an extraordinary calm and promotes a well-being that is hard to match.'}, {'rating': '10', 'property': 'Service & facilities', 'description': 'The service is soft and discreet.Facilities are low-key but include diving and yoga. The COMO Shambhala spa is a destination in its own right.'}, {'rating': '8', 'property': 'Rooms', 'description': 'The 33 water villas, each with private terrace, are simply decorated with cotton drapes, whitewashed walls and wheat-coloured carpets.'}, {'rating': '9', 'property': 'Food & drink', 'description': ""Faru, Cocoa Island's only bar, has great sea and sunset views, while Ufaa, the resort's main restaurant, specialises in Southeast Asian and Mediterranean dishes.""}, {'rating': '9', 'property': 'Value for money', 'description': ""Low season room rates from £8,750 for 14 nights' b&b, rising to £10,300 in high season. Prices, which exclude international flights, are based on two sharing. Free Wi-Fi.""}]"
Velaa Private Island,"Velaa Private Island, Noonu Atoll, Maldives.",9,"Velaa Private Island is a Maldives hotel offering an astonishingly good restaurant, private pools, white sand beaches, and a range of activities, including tennis, golf and watersports.","['Bar', 'Beach', 'Fitness centre', 'Golf course', ""Kids' club"", 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Tennis court', 'Wi-Fi']","[{'rating': '10', 'property': 'Location', 'description': 'On Noonu Atoll, a 45-minute seaplane ride north of the capital Malé, the resort has the white-sand beaches and crystalline waters shared by other Maldivian resorts, and so much more besides. In addition to the expected gym and an excellent spa, leisure facilities include squash and tennis courts, a climbing wall and even a golf academy with 170 metres of lush greens and a swing studio designed by Jose Maria Olazabal. Impressive diving and snorkelling sites are nearby, and the resort’s watersports facilities are among the best in the country.'}, {'rating': '8', 'property': 'Style & character', 'description': 'Velaa’s interior designer Petr Kolár uses the phrase “polite luxury” to describe the resort’s aesthetic; rather than gold-plated bathrooms and Swarovski-studded chandeliers, the resort’s most impressive accoutrements are designed to be near imperceptible. Paving stones that don’t absorb heat have been imported from Jordan; master European craftsmen developed the villa interiors; wood panelling was sourced in Borneo. Those subtle touches combine to create a setting that functions fluidly and works intuitively.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'A long-time visitor to the Maldives, Jiri Smejc, the Czech billionaire owner of Velaa Private Island, was able to cherry pick his favourite staff from the country’s best hotels when the time came to open his own resort. Their experience and self-assurance was on show throughout our stay, with nimble, resourceful and courteous team members ready to deal with any enquiry and personal butlers remaining unflappable when faced with even the most demanding request. Were it not for the surprisingly sloppy housekeeping service and some shortcomings at the watersports centre, Velaa would score top marks in this category too.'}, {'rating': '8', 'property': 'Rooms', 'description': 'Finished in muted aquas, browns and ambers, villas are pleasantly finished with teak furniture, bamboo light fixtures and rattan swinging chairs but seem almost sombre in comparison to the turquoise waters that surround them. More compelling are their outdoor spaces. Each has a private pool; many have extensive terraces, daybeds and shaded garden spaces, and the outdoor baths and showers, stocked with a bounty of full-sized Clarins products, are wonderful.'}, {'rating': '10', 'property': 'Food & drink', 'description': 'Velaa’s chefs do an astonishing job despite the resort’s isolation. For simple, barefoot dining, Athiri serves an accessible menu of unpretentious, nourishing European and seafood dishes. Overlooking the entire island, an intimate Teppanyaki restaurant stands atop the three-storey-tall wine “cellar”, which holds a £1,000,000 inventory. Serving a carefully considered, creative gourmet menu, overwater restaurant Aragu is dazzling. With swathes of porcelain fish hanging from the thatched roof and the murmur of the waves audible throughout service, this is a distinctly Maldivian setting but the cuisine is on par with the best you’re likely to find in Europe. Adjacent champagne bar Cru and Velaa’s beachfront bar are good for sundowners, but most guests tend to enjoy in-villa drinks with their paramours, and who could blame them?'}, {'rating': '9', 'property': 'Value for money', 'description': 'Velaa Private Island charges prices that would cripple most people - B&B accommodation in the most basic villas starts from £1,000 per night in low season – but $220,000,000 has been invested in developing this 45-villa resort and the inconceivably wealthy make up much of its clientele. Spending $300 on dinner is unlikely to perturb those high rollers and, seeing some guests’ louche approach to cash, I often felt that Velaa could get away with charging more.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'Provisions can be made for guests with disabilities, but Maldivian seaplanes are not wheelchair compatible which makes the resort more or less inaccessible.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'Yes. There’s an excellent kids’ club and staff are accustomed to dealing with demanding children of all ages.'}]"
Diamonds Thudufushi Beach & Water Villas,"P.O. Box 2019, South Ari Atoll, Thundufushi, 00230, Maldives.",9,Maldivian water villas don’t get more elegant than this – chic and white above the cobalt blue sea. The Diamonds Thudufushi Beach – a 35-minute seaplane ride from Male – offers excellent restaurants and some of the best snorkeling in the archipelago. There's also a large lagoon for watersports.,"['Bar', 'Beach', 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Wi-Fi']","[{'rating': '10', 'property': 'Location', 'description': ""Thudufushi, like its neighbour Athuruga, has a coral reef close to shore which offers some of the best snorkeling in the country. There's also a large lagoon - perfect for watersports. The island is 35 minutes from Malé by seaplane.""}, {'rating': '9', 'property': 'Style & character', 'description': 'The resort has recently had a makeover but coral walls still feature throughout. The re-designed water villas have an airy and uplifting feel.'}, {'rating': '8', 'property': 'Service & facilities', 'description': ""The European staff are a delight and all the guests are at ease.There's a busy watersports centre, organised beach volleyball and a spa. Evening activities include film and quiz nights.""}, {'rating': '8', 'property': 'Rooms', 'description': 'The revamped water villas are chic and elegant, with polished wood floors and all-white sofas. However, the beach villas are yet to be refurbished, feel small and lack privacy.'}, {'rating': '8', 'property': 'Food & drink', 'description': ""The food here is excellent. The resort is popular with Italians and pasta and pizza feature widely on the menus. There's also lantern-lit dining on the beach.""}, {'rating': '9', 'property': 'Value for money', 'description': ""Low season room rates from £8,632 for 14 nights' all-inclusive, rising to £11,526 in high season. Prices, which exclude international flights, are based on two sharing. Free Wi-Fi. This is a generous all-inclusive: the use of the resort's laundry is included in the price.""}]"
Constance Moofushi,"South Ari Atoll, 00200, Maldives.",9,"This lively and well-priced barefoot resort is situated on a manageable-sized island, but there is plenty of space for escaping other guests on beaches that are pristine yet still feel as though they have been left to nature, with superb marine life.","['Bar', 'Beach', 'Fitness centre', 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Wi-Fi']","[{'rating': '9', 'property': 'Location', 'description': 'It’s on the tip of the South Ari Atoll, rich with underwater creatures, and a 45-minute seaplane from Malé, the capital. The water lapping at the stilts of my villa was a playground for black baby reef sharks. From my balcony, at any time of day, I could spot a handful of their tiny fins zig-zagging through the aquamarine shallows, with the odd crash from their older siblings further out.'}, {'rating': '8', 'property': 'Style & character', 'description': 'The sugar-white sand circling the resort is easily circumnavigated and the beach is wide enough to accommodate wild, quiet strolls. The days are designed for loafing, with a games room and library, while nights are sociable and stress-free, thanks to an all-inclusive environment where you can forget about whether you really ought to go to the bar or cave into the kids’ demands for ice cream (homemade, with flavours that change daily). The entertainment is low-key but enjoyable, with DJs and weekly traditional dancing.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'The spa has beds overlooking the water and offers Balinese massages plus a small range of natural wraps and treatments. Service was impeccable at lunch and dinner, with warm welcomes all-round and knowledgeable sommeliers. The dive shop is friendly and, for guests wanting to experience a more “real” Maldives, chatty staff lead tours around the Muslim community on the neighbouring island where some of them grew up.'}, {'rating': '9', 'property': 'Rooms', 'description': 'Villas are simple, well-made thatched wooden bungalows. Inside they have a carefree spirit, with natural materials, giant travel chests for wardrobes and beachcomber-inspired fittings, in forms that resemble waves or shells. A Mac mini hidden inside a mother-of-pearl desk brings things up-to-date. The large decking that stretches out on stilts over the sea has steps down into the shallow lagoon below for snorkelling. Senior water villas are larger, with more space for dressing, and can accommodate a spare bed. Beach villas are a good, more affordable choice, with front terraces that lead onto the sand, made private by palms and bushes. They can also be connected, for families.'}, {'rating': '9', 'property': 'Food & drink', 'description': 'It is hard to fathom quite how British head-chef Stephen manages to produce the variety of dishes, grills and confectionary to such high standards each day. The pastries, delicate tarts and pastel sponge cakes – baked fresh every day – were a particular highlight. Every evening I heard someone asking the chef for the recipe of anything from lemongrass-fried fish to a massaman curry. The imaginative smoothie combinations served during the day in Totem, a driftwood-style bar, were a healthy treat by the poolside, with the only disappointment the bland pizza slices.'}, {'rating': '8', 'property': 'Value for money', 'description': 'Double rooms start at $1,100 (£701), rising to $1,500 (£973) in high season, on an all-inclusive basis. Free Wi-Fi.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'The beach villas are most suitable for wheelchairs, but there is a lot of sand around outside of the walkways which might make life difficult.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'Yes.'}]"
Park Hyatt Maldives Hadahaa,"North Huvadhoo 
 Gemanafushi, 99999, Maldives.",9,"With some of the finest diving in the archipelago to be enjoyed on the island's coral reef, this award-winningly eco-friendly hotel is one not to be missed by fans of the deep blue sea.","['Bar', 'Beach', 'Fitness centre', 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Wi-Fi']","[{'rating': '10', 'property': 'Location', 'description': ""In the northeast of Huvadhoo Atoll, one of the largest and deepest atolls in the world. The island of Hadahaa is small, verdant and encircled by a white-sand beach. Just out to sea is the island's coral reef, which offers some of the finest diving in the archipelago. Sightings have included blue marlin, moray eels and many species of shark. The island is a 60-minute domestic flight from Male, followed by a 30-minute speedboat trip.""}, {'rating': '9', 'property': 'Style & character', 'description': ""The hotel, which has won awards for its eco-friendly credentials, is rather grand architecturally but sits comfortably, and sympathetically, beneath the island's palm trees.""}, {'rating': '9', 'property': 'Service & facilities', 'description': ""The level of service is on a par with the very best in the country.The Vidhun Spa, set amidst lush gardens, offers a range of spoiling treatments. There's also yoga classes, scuba diving and tailor-made excursions on offer.""}, {'rating': '8', 'property': 'Rooms', 'description': 'The resort has 50 villas, 20 of which have a private pool. Rooms offer contemporary and rustic touches but are small for this price bracket.'}, {'rating': '7', 'property': 'Food & drink', 'description': ""There's a good choice of restaurants, including The Dining Room, which has lovely ocean views, The Island Grill, offering regionally inspired cuisine, and The Dhoni bar, designed to resemble the upturned hull of the Maldivian fishing boat from which this stylish watering-hole takes its name.""}, {'rating': '8', 'property': 'Value for money', 'description': ""Low season room rates from £6,680 for 14 nights' b&b, rising to £8,190 in high season. Prices, which exclude international flights, are based on two sharing. Free Wi-Fi.""}]"
Filitheyo Island Resort,"Filitheyo, Filitheyo, 12060, Maldives.",8,"A divers' paradise on the Faafu Atoll in the Maldives, with comfortable villas and exceptional restaurants. A spectacular 40-minute seaplane ride from Malé, there's an excellent reef for snorkeling and a choice of great beaches. You can dive straight in from the wood decking of your water villa.","['Bar', 'Beach', 'Fitness centre', 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Wi-Fi']","[{'rating': '9', 'property': 'Location', 'description': ""Filitheyo, 40 minutes from Malé by seaplane, is a great resort for diving. There's also excellent reef snorkeling and a choice of great beaches.""}, {'rating': '8', 'property': 'Style & character', 'description': 'Wooden walkways and sandy trails make this a genuinely barefoot retreat.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'The service is friendly but not overly attentive and the management are visible and pro-active.Diving and snorkelling are the main activities here. The spa is in need of a revamp.'}, {'rating': '6', 'property': 'Rooms', 'description': 'The comfortable villas house cotton drapes and blonde wood furnishings. Superior villas are semi-detached, while the deluxe villas, which stand alone, have outdoor bathrooms. Water villas offer little outside privacy from neighbouring accommodation.'}, {'rating': '10', 'property': 'Food & drink', 'description': ""Dining is a key part of staying here as there's a commitment to quality and presentation that is rare. The resort's restaurant is large and lacks intimacy but the food is excellent.""}, {'rating': '9', 'property': 'Value for money', 'description': ""Low season room rates from £4,438 for 14 nights' half-board, rising to £6,443 in high season. Prices, which exclude international flights, are based on two sharing. Free Wi-Fi throughout.""}]"
Six Senses Laamu,"Olhuveli Island, Laamu Atoll, Maldives.",8,"One of The Maldives more remote properties, Six Senses Laamu requires a bit of extra effort to reach. Yet as one of the island nation's very finest hotels, it's absolutely worth it – fabulously expensive, but also generally fabulous, this is the epitome of barefoot luxury.","['Bar', 'Fitness centre', 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Sauna', 'Spa', 'Wi-Fi']","[{'rating': '8', 'property': 'Location', 'description': 'Like many high-end properties in The Maldives, Six SensesLaamudominates its own island within an atoll. It takes an hour-long flight and speed-boat transfer south from the international airport to get there but the reward is vibrant coral reefs, schools of manta rays and profound darkness in the evenings.'}, {'rating': '9', 'property': 'Style & character', 'description': ""Six SensesLaamuachieves a neat trick of seeming organic and sustainable while offering the utmost decadence. Woodwork features heavily, especially with the stilted ocean villas which stretch out from the island into the Indian Ocean. Guests are requested to stay barefoot the entire time they are in the resort – unless they're wearing flippers for snorkelling – and get around on personalised bikes which are provided to each villa. If you're the sort of person who believes that dinner can only be enjoyed when adhering to a strict dress code, this probably isn't the place for you.""}, {'rating': '9', 'property': 'Service & facilities', 'description': ""There's something miraculous about being able to create a resort as perfect as this in a place with no natural water supply and disconnected from the mainland. The spa is first rate and the snorkelling right off the villas is world class. For a real treat, it's possible to take a picnic lunch on a nearby deserted island which, for several hours, you'll have all to yourself. Back at the main resort, each villa is assigned a 'guest experience maker' – or butler, as they're more commonly known.""}, {'rating': '8', 'property': 'Rooms', 'description': ""Opt for an Ocean Water Villa, where guests can jump off a jetty into the psychedelic reef below, or to stay put on a hammock just above the turquoise waters. All room options are spacious and make the most of natural materials: wood, hessian, leather, linen and thatch. Showers are outdoors (the water doesn't drain into the sea) but clever design allows for the utmost privacy.""}, {'rating': '8', 'property': 'Food & drink', 'description': ""The resort is home to six bars and restaurants. Vegetables and herbs are grown on-site where possible and, if you don't mind munching on fish you may well have seen earlier in the day around the reef, the seafood is first rate. The Chill Bar is the best spot to take in the epic sunsets, Leaf offers the finest dining options, and Longitude - a great spot for catching a glimpse of dolphins - serves sprawling breakfasts. Perhaps best of all, there's a bottomless ice-cream stand with more than 40 flavours on offer.""}, {'rating': '8', 'property': 'Value for money', 'description': 'Lagoon water villas from £667 in low (rainy) season; rising to more than £1,600 around Christmas. Domestic transfers from Male International, including speed boat, are an additional £429 per person. Experiences, including diving, come at additional costs. Breakfast, Wi-Fi and ice-cream included.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'Yes.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'Yes, but honeymooners make up a majority of bookings.'}]"
Vilamendhoo Island Resort and Spa,"South Ari Atoll, Maldives.",8,"Great for keen divers, the Vilamendhoo Island Resort and Spa is a handsome Maldivian resort. Well equipped with both a restaurant, bar as well as a a disco, there's something for everyone, including a dedicated family section of the island. Rooms are filled with dark wood furniture with partially outdoor bathrooms.","['Bar', 'Beach', 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Tennis court', 'Wi-Fi']","[{'rating': '8', 'property': 'Location', 'description': 'In southern South Male atoll, the resort has renowned dive sites close at hand, including a whale shark zone. The house reef is a few yards from the beach and the snorkelling is some of the best around.'}, {'rating': '8', 'property': 'Style & character', 'description': 'Taking its lead from the success of its sister island, Meeru, Vilamendhoo is even more handsome. Behind the arrival jetty, half way down the east coast, is the reception, plus a restaurant, sports bar, library, games room, disco, gift shop and internet café. The northern part of the island is set up for families, with swimming pools, playground, bar and restaurant. In the south there’s an adults-only section, with two restaurants, the Sunset Bar and pool, and the over-water spa.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'The staff and management are excellent.'}, {'rating': '8', 'property': 'Rooms', 'description': 'More than 100 of the 184 rooms are beach villas (some with hot tubs), lining the whole circumference of the island. The handful of garden villas, the economy option, are mid-island. The water villas, on a jetty off the island’s southern tip, are adults only. All rooms are wooden constructions, with dark-wood furniture, wood or tiled flooring, bright textiles, partially open-air bathroom, porch or terrace and internet access.'}, {'rating': '8', 'property': 'Food & drink', 'description': 'There are high-quality buffets at breakfast, lunch and dinner in both main restaurants, the Funama and the Ahima, with excellent variety and main dishes that change daily in fortnightly cycles. The a la carte restaurants, Hot Rock and Asian Wok, add variety.'}, {'rating': '9', 'property': 'Value for money', 'description': ""The extra cost over Meeru is mostly down to the price of the seaplane transfer, but it is also newer and slightly smarter than its sister island. Tour operators can’t get enough rooms for their British, German, French and Swiss clients. Low season room rates from £4,726 for 14 nights' full-board, rising to £5,950 in high season. Prices, which exclude international flights, are based on two sharing.""}]"
Mirihi Island Resort,"Mirihi, Mandhoo, 00190, Maldives.",8,"An island retreat without the bravado associated with many of the extravagant new Maldivian resorts, Mirihi maintains a focus on its beautiful surroundings and prides itself on having one of the most fascinating house reefs in the Maldives – expect to see reef sharks, manta rays and green turtles.","['Bar', 'Beach', 'Fitness centre', 'Laundry', 'Restaurant', 'Room service', 'Spa', 'Wi-Fi']","[{'rating': '10', 'property': 'Location', 'description': 'Amid the turquoise waters of the Indian Ocean, Mirihi is within the South Ari Atoll – a 30-minute seaplane journey from the capital, Malé. At just 350m (1,115ft) long and 50m (165ft) wide, this is one of the smallest islands in the Maldives, yet an extensive house reef is accessible a few metres from the shore.'}, {'rating': '8', 'property': 'Style & character', 'description': 'Mirihi underwent a thorough renovation in December 2014; however, unlike many of its neighbouring counterparts, the emphasis remains firmly upon the island’s natural allure and not any flamboyant adornments. The design is simple but stylish – in keeping with the resort’s traditional Maldivian character – making for a refreshing change amid a growing culture of one-upmanship between similar Maldivian resorts. Sand flooring runs throughout, restaurants and dining areas included, and guests are urged to remove their shoes upon arrival and remain barefoot for the duration of their stay.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'The staff are happy and attentive – at times a little shy, but on an island of such utter relaxation anything too “in your face” would be incongruous. Staff are armed with local knowledge and eager to discuss the marine life that visits Mirihi’s house reef.'}, {'rating': '6', 'property': 'Rooms', 'description': 'The island comprises 37 villas: one two-bedroom overwater villa, six beach villas and 30 water villas. The rooms are identical in design with the exception of the six beach villas, which are on the sand as opposed to on stilts above the ocean. The bedrooms are a little basic given the price, unfaultable in their cleanliness yet lacking in character. However, opt for a water villa and the positioning is impressive. The shower room has full slide-away doors, opening up views to a vast expanse of Indian Ocean, and a private outdoor deck with direct access to the sea.'}, {'rating': '9', 'property': 'Food & drink', 'description': 'This is where Mirihi really excels. There are four restaurants; each embodies a different ambience, yet taste and presentation prevail thanks to zealous head-chef, Felix. Dining options vary – from sunset à la carte to beachside buffets. Menus incorporate local seafood and worldwide specialities, while an extensive buffet breakfast offers Maldivian and international choices.'}, {'rating': '8', 'property': 'Value for money', 'description': 'Villas from US$739 (£483), including breakfast. Free Wi-Fi.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'The sand flooring around the resort makes for difficult access.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'There are babysitting facilities available, but there are no organised activities and children must be aged 8 years old and over to stay in the water villas.'}]"
Loama Resort Maldives at Maamigili,"Maamigili, Raa Atoll, Republic of Maldives.",8,"When the remains of 1000-year old Buddhist ceremonial baths were discovered during construction, Loama decided to incorporate this unique slice of Maldivian history into its resort. ","['Bar', 'Fitness centre', ""Kids' club"", 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Wi-Fi']","[{'rating': '10', 'property': 'Location', 'description': 'Just beautiful. A 50-minute seaplane journey from Malé and one of only two resorts in the far-flung Raa Atoll, Loama feels deliciously cut off from the rest of the world. The surrounding reefs, which glow Tiffany blue-green, are the shallowest in the Maldives making them ideal for families and first-time divers and snorkelers.'}, {'rating': '8', 'property': 'Style & character', 'description': 'A lovely, low-key resort peppered with Maldivian elements – think local art and fascinating artefacts in the lobby, delicate fretwork, fancy blown-glass chandeliers and heavy wooden furniture in the restaurants, and breezy white cabanas by the pool.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'The swimming pool isn’t huge but you’re probably going to spend most of your time parked on Loama’s angelically beautiful beach anyway. Non-motorised watersports, including snorkelling, kayaks and paddleboards, are complimentary. Guests can also take advantage of complimentary morning yoga sessions. The museum, art gallery and historical ruins are free to visit anytime but as you’re really only likely to do it once though it’s worth arranging a free and much more informative tour with the hotel’s personable curator. Staff are smiley and eager to please.'}, {'rating': '8', 'property': 'Spa', 'description': 'Loama’s elegant spa features four lovely overwater treatment rooms and a tome-like treatment menu covering everything from gold-leaf facials to massages designed specifically for divers. The prices, however, are eye-wateringly expensive, even by Maldives standards. Expect to pay upwards of US$200 for a sixty minute treatment.'}, {'rating': '7', 'property': 'Rooms', 'description': 'Loama’s 102 over-water and beachside villas aren’t the biggest in the Maldives, and only a couple of them boast private pools, but they are bright and pretty with cream walls, warm wooden floors and subtle splashes of either sea green and turquoise or coral and pomegranate. Locally made rattan furnishings add a nice dose of style, as do high-tech touches like iPod docks, flat screen TVs and free movies. The Wi-Fi was fairly weak during my stay but the hotel had just opened and I was informed that the management were working hard to improve it.'}, {'rating': '7', 'property': 'Food & drink', 'description': 'The hotel has a clutch of restaurants and lounges dotted around the island; Meyzu which serves Japanese cuisine alongside an extensive menu of sakes; Thundi, a romantic thatch-roof restaurant serving top Thai food (get there for sundown and you can spot stingrays from your table). Fazaa offers all-day dining and a lunchtime and evening buffet, which most half-board guests will be restricted too. Reasonably priced snacks such as pizzas, salads and sandwiches are available from the poolside Iru Café.'}, {'rating': None, 'property': 'Value for money', 'description': 'Double rooms from £462 in low season, rising to £753 in high season. Rates include breakfast, Wi-Fi and non-motorised watersports.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'No.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'Reasonably; there are two family villas and a Kids’ Club for 4 -12 year olds where many of the activities, including island-exploring, handicraft workshops and beach games, are complimentary.'}]"
Cheval Blanc Randheli,"Randheli Noonu Atoll, Noonu, 11111, Maldives.",8,"Part of LVMH's hotel empire, staking a claim as the most stylish resort in the Maldives. In addition to Russian and Middle Eastern families, expect Europeans aplenty, fashion industry stalwarts, celebrities and, of course, royalty — the Duke and Duchess of Cambridge visited recently.","['Bar', 'Beach', 'Fitness centre', ""Kids' club"", 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Sauna', 'Spa', 'Steam room/hammam', 'Tennis court', 'Wi-Fi']","[{'rating': '9', 'property': 'Location', 'description': 'On Noonu Atoll, a 40-minute seaplane ride north of the capital Malé, the resort offers white-sand beaches and aquamarine waters, with impressive diving and snorkelling sites accessible by speedboat.'}, {'rating': '10', 'property': 'Style & character', 'description': 'Jean-Michel Gathy, the go-to guy for decadent hotel interiors, has imbued even the most mundane objects throughout the resort with unexpected grace. Fresh, airy interiors are more modern and cosmopolitan than at other Maldivian resorts, with the main, palm-fringed pool is square in shape and lined with slate. The main bar is crafted from white Carrara marble and there are citrus-tinged Vincent Beaurin artworks on show throughout. All-in-all, every corner looks good enough to be a fashion-shoot backdrop.'}, {'rating': '5', 'property': 'Service & facilities', 'description': 'In a word: confusing. Each villa is assigned a “majordome” (butler) and “alchemist” (a personal concierge), but their distinct roles weren’t clear and we functioned largely without their assistance. Irrespective of nationality, all staff are obliged to greet guests in French, an incongruous, annoying affectation, and many struggled to speak English competently. While team members tried their best, the frequent misunderstandings became tiresome.'}, {'rating': '9', 'property': 'Rooms', 'description': 'The 45 villas, each with private infinity pool, are more akin to sumptuous sanctuaries than conventional hotel rooms. Vast spaces capped by thatched roofs and finished with teak, cinnamon wood, coconut shell and exposed stone, they serve as an extended open-plan space or are partitioned into separate living room, bedroom and bathroom by pivoting oak panels. Sophisticated but soothing, the abodes have already attracted celebrities and royalty, including Prince William and the Duchess of Cambridge, but some shortcomings still niggle: operating the television system is complicated, the air-conditioning can be ineffective and doors are opened by a switch that, for some reason, isn’t by the door.'}, {'rating': '9', 'property': 'Food & drink', 'description': 'The White and The Deelani restaurants offer healthy but indulgent options in a casual setting. The Diptyque, specialising in Japanese and Iberian cuisine, opens on select nights, while guests can mingle at occasional barbecues and at the resort’s poolside bar. Presentation and quality are exceptional throughout and Le 1947, a fine-dining restaurant serving French cuisine, wonderful. My meal there matched the best I’ve had in Europe.'}, {'rating': '6', 'property': 'Value for money', 'description': 'Villas from $1,534 (£1,250) per night, including breakfast, taxes and complimentary Wi-Fi. Far beyond the means of most, of course, but Cheval Blanc guests are nonchalant about these prices – in fact, some hire three adjacent villas for extra privacy. Until service is improved, however, visitors won’t receive the best experience money can buy.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'While there are some provisions at the hotel for guests with disabilities, Maldivian seaplanes don’t accommodate wheelchair-bound passengers.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'There’s an excellent kids’ club and recreational facilities for teenagers.'}]"
Conrad Maldives Rangali Island,"Rangali Island, Rangali 20077, Maldives.",8,"An idyllic tropical resort, spread over two islands connected by a bridge. Expect white sands and turquoise-blue sea, elegant villas and a world-class spa – plus excellent food.","['Bar', 'Beach', 'Fitness centre', ""Kids' club"", 'Laundry', 'Parking', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Tennis court', 'Wi-Fi']","[{'rating': '8', 'property': 'Location', 'description': 'Rangali Island is a convenient 30-minute sea plane ride from the Maldives’ bustling capital, Male, but feels wonderfully remote. There are long stretches of sandy beach where, even in high season, you might not glimpse anybody else. For diving and snorkelling enthusiasts, large coral reefs full of glittering fish are just a short boat ride away.'}, {'rating': '8', 'property': 'Style & character', 'description': 'Villas are sleek and contemporary but with nods to traditional Maldivian architecture, such as thatched roofs and wooden interiors. The effect is luxurious, but in an understated way – even in the most upmarket restaurants, your sandals will usually be resting on sand.'}, {'rating': '8', 'property': 'Service & facilities', 'description': ""The resort has excellent facilities, including a gym, two spas, tennis courts and a dive centre that loans guests free snorkelling gear (you can even get prescription masks). There is a wide range of activities on offer, from pedalo excursions to honeymooners’ favourite 'The Sandbar Picnic' – a day-trip on a yacht, with a drop-off on a deserted island where you can enjoy a romantic meal on the beach.Service is excellent: with two members of staff for every guest, you’ll always find someone on hand to help.""}, {'rating': '8', 'property': 'Rooms', 'description': 'The larger island is mainly home to beach villas – bright and airy glass-walled sanctuaries, with private courtyards, whirlpool tubs and sunken baths. Across the bridge are the quieter water villas; traditional wooden structures on stilts, with steps leading straight into the warm Indian ocean.Each villa has been carefully designed for maximum privacy, with thoughtful touches such as candles in the bathroom and a handy beach bag to throw your suncream in before you head down to the sea.'}, {'rating': '8', 'property': 'Food & drink', 'description': 'The resort has 12 restaurants and bars. Considering its isolation, it does a commendable job of importing high-quality food, from Japanese wagyu beef to Russian caviar. The most in-demand tables are at Ithaa Undersea restaurant, where you can watch shoals of fish dart by as you dine.But for the best food head to Ufaa, owned by award-winning Chinese chef Jereme Leung and offering feasts of clay-pot pork and dim sum on the beach.'}, {'rating': '7', 'property': 'Value for money', 'description': 'Villas from £730. Breakfast included. Free Wi-Fi. There’s no denying that staying here is expensive, and excursions can be particularly pricey, with an hour-and-a-half dolphin cruise costing £70 per person. But you won’t be disappointed at the quality of service, food and accommodation.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'All that sand makes wheelchair access difficult, but the resort promises to try and make disabled guests as comfortable as possible.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'Families are welcome and there is a kids’ club, but the place does feel slightly more suited to couples.'}]"
